id,elevation,ozone,NO2,azimuth,zenith,incidence_azimuth,incidence_zenith,file_name_l1,value_550
6656,3376,290,0.109,161,63.8,286,9.1,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20201220T180749_20201220T180745_T13SBB.tif,0.012
6657,3376,294,0.11,176.3,61.1,286,9.2,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20201230T180739_20201230T180741_T13SBB.tif,0.019
6658,3376,295,0.11,157.2,64.4,104.8,6.7,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210101T175741_20210101T175737_T13SBB.tif,0.016
6659,3376,322,0.134,152.4,52.8,103.2,8.1,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210220T175351_20210220T175443_T13SBC.tif,0.015
6660,3376,326,0.139,155.5,48.7,284.8,6.8,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210228T180259_20210228T180517_T12SYH.tif,0.183
6661,3376,332,0.147,139.3,49.3,104.8,6.7,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210312T175131_20210312T175610_T13SBB.tif,0.06
6662,3376,334,0.148,156.9,40.1,284.1,8.1,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210320T175939_20210320T180924_T13SBC.tif,0.02
6663,3376,334,0.146,149,37.8,285.9,9.2,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210330T175909_20210330T181006_T13SBB.tif,0.058
6664,3376,334,0.146,149,37.8,284.1,8.1,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210330T175909_20210330T181006_T13SBC.tif,0.058
6665,3376,335,0.146,135.2,41.9,103.3,8.1,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210401T174901_20210401T175516_T13SBC.tif,0.034
6666,3376,335,0.145,141.5,37.1,105.9,6.7,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210406T174909_20210406T180114_T13SBB.tif,0.061
6667,3376,336,0.143,172.7,28.4,286.7,9.1,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210414T175911_20210414T181042_T13SBB.tif,0.073
6668,3376,336,0.143,172.7,28.4,285,8,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210414T175911_20210414T181042_T13SBC.tif,0.073
6669,3376,335,0.145,132.9,36.1,104.1,8.1,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210416T174909_20210416T180003_T13SBC.tif,0.038
6670,3376,331,0.163,131.9,29.3,285.9,6.8,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210504T175911_20210504T181046_T12SYH.tif,0.271
6671,3376,323,0.172,131.5,23.3,285.9,6.8,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210524T175911_20210524T181052_T12SYH.tif,0.027
6673,3376,311,0.167,127.4,21.6,285,8,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210613T175911_20210613T181128_T13SBC.tif,0.017
6674,3376,308,0.165,120.8,24,284.8,6.9,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210618T175909_20210618T181036_T12SYH.tif,0.156
6677,3376,294,0.149,139.4,21.6,104.8,6.7,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20210720T174911_20210720T175519_T13SBB.tif,0.161
6678,3376,335,0.145,153.7,34.7,284.1,8.1,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20220404T175909_20220404T180746_T13SBC.tif,0.071
6679,3376,335,0.144,140,35.6,105.9,6.7,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20220411T174909_20220411T175240_T13SBB.tif,0.053
6680,3376,335,0.144,140,35.6,104.2,8.1,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20220411T174909_20220411T175240_T13SBC.tif,0.053
6681,3376,334,0.15,142.6,30.7,105.7,9,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20220421T174859_20220421T175325_T12SYH.tif,0.07
6684,3376,319,0.17,129.7,22.5,106,6.7,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20220531T174909_20220531T175812_T13SBB.tif,0.032
6686,3376,314,0.168,128.1,21.9,285,8.1,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20220608T175921_20220608T181252_T13SBC.tif,0.049
6687,3376,313,0.168,127.8,21.7,105.8,9,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20220610T174909_20220610T175333_T12SYH.tif,0.033
6688,3376,295,0.149,157.4,18.1,285,8.1,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20220718T175921_20220718T181220_T13SBC.tif,0.056
6691,3376,283,0.145,153.6,34.3,286.7,9.2,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20220906T175921_20220906T181138_T13SBB.tif,0.061
6692,3376,279,0.144,150.7,39.9,105.9,6.7,Red_Mountain_Pass_37-907449_-107-710917_COPERNICUS_S2_20220918T175009_20220918T180305_T13SBB.tif,0.013
6693,35,361,0.206,188.7,51.9,155.1,3.1,Resolute_Bay_74-705123_-94-969409_COPERNICUS_S2_20190609T184921_20190609T184945_T15XVC.tif,0.03
6694,35,336,0.199,190,51.9,161,3,Resolute_Bay_74-705123_-94-969409_COPERNICUS_S2_20190702T185921_20190702T190236_T15XVD.tif,0.01
6695,35,301,0.168,195.2,61.9,311.9,7.4,Resolute_Bay_74-705123_-94-969409_COPERNICUS_S2_20190817T191911_20190817T191913_T15XVD.tif,0.121
6696,35,313,0.102,173.3,75.4,122.1,9.5,Resolute_Bay_74-705123_-94-969409_COPERNICUS_S2_20190924T184111_20190924T184110_T15XVD.tif,0.103
6697,93,261,0.115,74.9,30.3,216.7,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190221T063511_20190221T063505_T40KCB.tif,0.052
6698,93,261,0.114,69,32.6,215.7,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190303T063501_20190303T063504_T40KCB.tif,0.128
6699,93,261,0.114,50.9,35.4,216.8,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190328T063509_20190328T063510_T40KCB.tif,0.08
6700,93,261,0.114,46.8,35.8,217.8,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190402T063511_20190402T063509_T40KCB.tif,0.098
6701,93,261,0.114,42.7,38.6,217.2,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190412T063511_20190412T063511_T40KCB.tif,0.06
6702,93,259,0.114,39.8,43.7,217.5,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190427T063519_20190427T063516_T40KCB.tif,0.068
6703,93,258,0.114,18.7,38,217.6,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190502T063511_20190502T063513_T40KCB.tif,0.095
6704,93,256,0.114,30.8,48.3,218.2,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190527T063519_20190527T063517_T40KCB.tif,0.039
6706,93,269,0.127,35.9,47.3,217.8,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190731T063511_20190731T063514_T40KCB.tif,0.055
6707,93,270,0.129,33.4,44.6,217,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190805T063519_20190805T063516_T40KCB.tif,0.04
6708,93,271,0.131,38,45.1,217.8,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190810T063511_20190810T063513_T40KCB.tif,0.084
6709,93,277,0.136,48.5,45.2,216.9,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190825T063519_20190825T063513_T40KCB.tif,0.071
6710,93,279,0.137,44,39.9,217.2,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190830T063511_20190830T063510_T40KCB.tif,0.056
6711,93,281,0.138,55.9,45.8,216.4,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20190904T063509_20190904T063511_T40KCB.tif,0.049
6715,93,289,0.146,69.3,22.6,216.2,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20191024T063509_20191024T063510_T40KCB.tif,0.078
6716,93,287,0.144,78.1,22,216.2,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20191103T063509_20191103T063509_T40KCB.tif,0.106
6717,93,286,0.143,80.4,19.5,218.3,3.4,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20191108T063511_20191108T063512_T40KCB.tif,0.118
6718,93,285,0.141,85.7,21.3,215.6,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20191113T063509_20191113T063508_T40KCB.tif,0.13
6720,93,265,0.12,97.2,27.7,215.5,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20200112T063509_20200112T063503_T40KCB.tif,0.023
6722,93,261,0.114,50.5,29.4,216.1,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20200317T063511_20200317T063505_T40KCB.tif,0.092
6723,93,257,0.115,31.7,50.4,219.2,3.4,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20200605T063521_20200605T063515_T40KCB.tif,0.023
6724,93,259,0.117,31.3,51,218.2,3.4,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20200625T063521_20200625T063515_T40KCB.tif,0.016
6725,93,271,0.131,41,46.8,215.8,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20200809T063509_20200809T063512_T40KCB.tif,0.058
6727,93,287,0.142,59.5,39.8,217.4,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20200918T063509_20200918T063510_T40KCB.tif,0.145
6728,93,289,0.145,70.3,39.9,218.6,3.4,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20201003T063521_20201003T063515_T40KCB.tif,0.28
6729,93,285,0.142,85.1,20.5,218.2,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20201112T063511_20201112T063513_T40KCB.tif,0.073
6730,93,279,0.134,97.2,21.4,217.2,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20201202T063511_20201202T063508_T40KCB.tif,0.048
6731,93,277,0.132,99.2,27.7,215.7,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20201207T063509_20201207T063507_T40KCB.tif,0.072
6733,93,262,0.116,81.7,29.1,219,3.4,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20210210T063511_20210210T063508_T40KCB.tif,0.062
6734,93,261,0.115,71.9,31,217.7,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20210225T063509_20210225T063507_T40KCB.tif,0.055
6737,93,256,0.114,31.7,48.7,218,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20210526T063509_20210526T063509_T40KCB.tif,0.027
6738,93,257,0.115,30.5,50.3,216.9,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20210610T063511_20210610T063510_T40KCB.tif,0.044
6740,93,264,0.121,34.1,50.2,217,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20210715T063509_20210715T063511_T40KCB.tif,0.023
6741,93,265,0.123,34.7,49.5,217.7,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20210720T063511_20210720T063512_T40KCB.tif,0.053
6742,93,270,0.129,37.4,46.7,217.7,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20210804T063509_20210804T063510_T40KCB.tif,0.045
6743,93,273,0.133,32.2,40.8,216.1,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20210814T063509_20210814T063509_T40KCB.tif,0.121
6744,93,281,0.138,44.6,38.1,215.6,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20210903T063509_20210903T063505_T40KCB.tif,0.084
6745,93,288,0.144,53.7,29.6,218.2,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20210928T063511_20210928T063513_T40KCB.tif,0.053
6746,93,289,0.145,33.9,19.9,218.1,3.4,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20211003T063509_20211003T063509_T40KCB.tif,0.084
6747,93,286,0.143,80.7,20.4,217.9,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20211107T063511_20211107T063512_T40KCB.tif,0.12
6748,93,284,0.14,88.9,21,217,3.3,REUNION_ST_DENIS_-20-90139_55-48474_COPERNICUS_S2_20211117T063511_20211117T063509_T40KCB.tif,0.108
6749,1501,334,0.189,143.1,25.7,268.2,4.7,Rexburg_Idaho_43-82011_-111-78301_COPERNICUS_S2_20190531T181921_20190531T183128_T12TVP.tif,0.077
6750,1501,301,0.175,141.3,28.8,268.5,4.8,Rexburg_Idaho_43-82011_-111-78301_COPERNICUS_S2_20190725T181929_20190725T182848_T12TVP.tif,0.049
6751,1501,278,0.152,163.5,49.2,267,4.8,Rexburg_Idaho_43-82011_-111-78301_COPERNICUS_S2_20191003T182209_20191003T182447_T12TVP.tif,0.045
6752,1501,276,0.143,172.9,53.8,269.6,4.8,Rexburg_Idaho_43-82011_-111-78301_COPERNICUS_S2_20191018T182351_20191018T182619_T12TVP.tif,0.068
6753,1501,284,0.133,166,59.7,267.2,4.8,Rexburg_Idaho_43-82011_-111-78301_COPERNICUS_S2_20191102T182519_20191102T183152_T12TVP.tif,0.081
6756,1501,295,0.174,134.9,36.9,269.6,4.8,Rexburg_Idaho_43-82011_-111-78301_COPERNICUS_S2_20200813T181931_20200813T182947_T12TVP.tif,0.107
6758,51,298,0.135,176.1,63.2,247.4,3.7,Reykjavik_64-1278_-21-9037_COPERNICUS_S2_20180920T131251_20180920T131252_T27WVM.tif,0.033
6759,51,292,0.094,180.2,76.3,244.9,3.6,Reykjavik_64-1278_-21-9037_COPERNICUS_S2_20181025T131259_20181025T131255_T27WVM.tif,0.029
6760,51,383,0.184,163.8,47.3,111.4,6.4,Reykjavik_64-1278_-21-9037_COPERNICUS_S2_20190510T130309_20190510T130308_T27WVM.tif,0.057
6761,51,365,0.204,175,42,245.1,3.6,Reykjavik_64-1278_-21-9037_COPERNICUS_S2_20190602T131309_20190602T131306_T27WVM.tif,0.05
6762,51,363,0.205,175,41.8,110.3,6.5,Reykjavik_64-1278_-21-9037_COPERNICUS_S2_20190604T130301_20190604T130301_T27WVM.tif,0.057
6763,51,349,0.207,168.1,41.1,110.3,6.4,Reykjavik_64-1278_-21-9037_COPERNICUS_S2_20190624T130301_20190624T130304_T27WVM.tif,0.141
6767,77,334,0.23,159.5,71.6,108.1,7.1,Rhyl_MO_53-25929_-3-50859_COPERNICUS_S2_20180204T112249_20180204T112254_T30UVE.tif,0.063
6769,77,281,0.201,171.3,71.1,108.1,7,Rhyl_MO_53-25929_-3-50859_COPERNICUS_S2_20181111T112309_20181111T112308_T30UVE.tif,0.024
6771,77,333,0.248,170.8,33.7,107.1,7,Rhyl_MO_53-25929_-3-50859_COPERNICUS_S2_20190724T112121_20190724T112448_T30UVE.tif,0.088
6772,77,324,0.231,157,38.9,108.1,7,Rhyl_MO_53-25929_-3-50859_COPERNICUS_S2_20190808T112119_20190808T112555_T30UVE.tif,0.135
6773,77,369,0.251,160.8,54.7,107.1,7.1,Rhyl_MO_53-25929_-3-50859_COPERNICUS_S2_20200320T112111_20200320T112439_T30UVE.tif,0.107
6774,77,380,0.277,159.3,45.2,108.1,7.1,Rhyl_MO_53-25929_-3-50859_COPERNICUS_S2_20200414T112109_20200414T112109_T30UVE.tif,0.07
6775,77,369,0.251,161.7,54.8,107.1,7,Rhyl_MO_53-25929_-3-50859_COPERNICUS_S2_20220320T112121_20220320T112450_T30UVE.tif,0.079
6776,77,378,0.272,168.8,46.1,107.1,7.1,Rhyl_MO_53-25929_-3-50859_COPERNICUS_S2_20220409T112121_20220409T112448_T30UVE.tif,0.074
6777,824,320,0.109,164.1,71.4,285.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20181226T185809_20181226T185805_T11TMM.tif,0.022
6778,824,320,0.109,164.1,71.4,292.6,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20181226T185809_20181226T185805_T11TNM.tif,0.022
6779,824,322,0.11,168.3,70.4,293.3,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20181231T185801_20181231T190045_T11TNM.tif,0.024
6780,824,324,0.111,151.4,73.9,179.2,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190107T184741_20190107T185039_T11TNM.tif,0.033
6782,824,327,0.112,170.4,68.6,179.7,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190112T184739_20190112T184850_T11TNM.tif,0.05
6785,824,359,0.144,162.8,50.7,105.6,7.7,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190313T184139_20190313T184802_T11TMM.tif,0.029
6787,824,360,0.15,153.2,49.4,286.8,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190321T185051_20190321T185207_T11TMM.tif,0.063
6788,824,362,0.157,157.5,44.3,286.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190331T184941_20190331T185952_T11TMM.tif,0.057
6789,824,363,0.168,138.1,42.8,104.8,7.7,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190417T183921_20190417T184909_T11TMM.tif,0.029
6790,824,363,0.168,138.1,42.8,179.6,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190417T183921_20190417T184909_T11TNM.tif,0.029
6791,824,338,0.189,142.9,27,104.3,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190616T183921_20190616T184359_T11TMM.tif,0.09
6792,824,338,0.189,142.9,27,182.9,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190616T183921_20190616T184359_T11TNM.tif,0.09
6793,824,332,0.188,147.4,26,285.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190624T184929_20190624T185359_T11TMM.tif,0.08
6794,824,328,0.188,147.6,26.2,286.8,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190629T184921_20190629T185707_T11TMM.tif,0.079
6795,824,324,0.187,124.1,33.8,285.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190704T184929_20190704T190019_T11TMM.tif,0.076
6796,824,323,0.187,141.3,28.2,104.8,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190706T183921_20190706T184151_T11TMM.tif,0.189
6797,824,323,0.187,141.3,28.2,180.6,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190706T183921_20190706T184151_T11TNM.tif,0.189
6798,824,317,0.186,140.2,29.7,285.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190714T184929_20190714T185436_T11TMM.tif,0.094
6799,824,316,0.186,125.8,35,104.8,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190716T183921_20190716T184625_T11TMM.tif,0.182
6801,824,314,0.186,143.4,30.2,180.9,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190721T183929_20190721T184610_T11TNM.tif,0.058
6802,824,312,0.186,148.2,29.8,285.7,7.3,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190724T184929_20190724T185631_T11TMM.tif,0.081
6803,824,310,0.186,149.1,30.8,286.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190729T184921_20190729T185251_T11TMM.tif,0.105
6804,824,310,0.186,149.1,30.8,293.4,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190729T184921_20190729T185251_T11TNM.tif,0.105
6806,824,309,0.185,145.3,32.2,180.7,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190731T183929_20190731T184118_T11TNM.tif,0.121
6807,824,308,0.185,150,32,285.8,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190803T184929_20190803T185623_T11TMM.tif,0.103
6808,824,308,0.185,150,32,292.8,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190803T184929_20190803T185623_T11TNM.tif,0.103
6809,824,307,0.185,146.3,33.4,181,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190805T183921_20190805T184143_T11TNM.tif,0.141
6811,824,302,0.185,148.4,36,104.8,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190815T183931_20190815T184457_T11TMM.tif,0.153
6812,824,302,0.185,148.4,36,180.8,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190815T183931_20190815T184457_T11TNM.tif,0.153
6813,824,300,0.181,149.4,37.5,105.7,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190820T183929_20190820T184911_T11TMM.tif,0.089
6814,824,300,0.181,149.4,37.5,180.7,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190820T183929_20190820T184911_T11TNM.tif,0.089
6815,824,298,0.178,156.1,37.9,180.7,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190825T183921_20190825T184137_T11TNM.tif,0.083
6816,824,295,0.175,153.2,40.4,105.7,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190830T183919_20190830T184456_T11TMM.tif,0.129
6817,824,293,0.172,154.1,42.1,104.8,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190904T183921_20190904T184852_T11TMM.tif,0.052
6818,824,293,0.172,154.1,42.1,180.7,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190904T183921_20190904T184852_T11TNM.tif,0.052
6819,824,292,0.17,152.8,43.5,286.8,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190907T184921_20190907T185437_T11TMM.tif,0.078
6820,824,285,0.159,153.9,50.1,104.8,7.7,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20190924T184111_20190924T185054_T11TMM.tif,0.03
6821,824,281,0.151,172.4,52.4,293.4,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191007T185251_20191007T185556_T11TNM.tif,0.059
6822,824,280,0.147,164.9,55.1,292.6,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191012T185319_20191012T190042_T11TNM.tif,0.078
6823,824,279,0.146,165,55.9,104.8,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191014T184331_20191014T184637_T11TMM.tif,0.136
6824,824,284,0.139,168.3,58.3,285.6,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191022T185429_20191022T185427_T11TMM.tif,0.053
6825,824,285,0.138,165.8,59.4,104.8,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191024T184441_20191024T184438_T11TMM.tif,0.072
6826,824,285,0.138,165.8,59.4,180.8,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191024T184441_20191024T184438_T11TNM.tif,0.072
6827,824,287,0.135,168.6,60,286.8,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191027T185501_20191027T185501_T11TMM.tif,0.049
6828,824,287,0.135,168.6,60,293.4,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191027T185501_20191027T185501_T11TNM.tif,0.049
6829,824,290,0.131,170.6,61.5,292.8,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191101T185529_20191101T185712_T11TNM.tif,0.048
6830,824,293,0.127,170.8,63,293.4,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191106T185601_20191106T185556_T11TNM.tif,0.081
6831,824,294,0.125,159.1,65.6,179.6,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191108T184559_20191108T184559_T11TNM.tif,0.107
6832,824,299,0.119,176.3,65.4,286.8,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191116T185651_20191116T185728_T11TMM.tif,0.042
6833,824,299,0.119,176.3,65.4,293.4,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191116T185651_20191116T185728_T11TNM.tif,0.042
6834,824,302,0.117,182.6,66.5,285.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191121T185659_20191121T185702_T11TMM.tif,0.035
6835,824,305,0.115,169.8,68.1,293.4,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20191126T185721_20191126T185755_T11TNM.tif,0.059
6836,824,328,0.112,165.2,68.9,293.2,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200115T185721_20200115T185724_T11TNM.tif,0.037
6837,824,330,0.112,161.4,69.3,179.2,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200117T184709_20200117T184712_T11TNM.tif,0.057
6838,824,350,0.115,159.8,62.7,177.7,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200211T184511_20200211T184507_T11TNM.tif,0.043
6839,824,354,0.118,166,59.8,178.4,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200216T184439_20200216T184825_T11TNM.tif,0.069
6840,824,355,0.123,157.4,59.7,178,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200221T184401_20200221T184637_T11TNM.tif,0.058
6841,824,359,0.143,156.3,52,104.7,7.7,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200312T184141_20200312T184400_T11TMM.tif,0.054
6842,824,362,0.16,157.8,42.4,286.8,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200404T184911_20200404T185526_T11TMM.tif,0.102
6843,824,363,0.163,157.1,40.6,285.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200409T184919_20200409T185959_T11TMM.tif,0.093
6845,824,362,0.17,151.3,37.3,104.8,7.7,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200421T183921_20200421T184607_T11TMM.tif,0.087
6847,824,359,0.175,145.5,35.2,104.8,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200501T183921_20200501T184410_T11TMM.tif,0.061
6848,824,357,0.177,170.7,29.9,178.9,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200506T183919_20200506T185019_T11TNM.tif,0.065
6849,824,357,0.179,152.1,31.4,285.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200509T184919_20200509T185335_T11TMM.tif,0.059
6850,824,342,0.187,139.1,28.5,285.8,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200608T184919_20200608T185411_T11TMM.tif,0.052
6851,824,341,0.188,143.2,27.3,104.9,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200610T183921_20200610T184818_T11TMM.tif,0.101
6852,824,333,0.188,142.8,27,286.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200623T184921_20200623T185629_T11TMM.tif,0.033
6856,824,320,0.186,144,28.2,104.8,7.7,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200710T183921_20200710T184653_T11TMM.tif,0.065
6857,824,316,0.186,142.5,29.4,105.6,7.7,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200715T183919_20200715T184118_T11TMM.tif,0.057
6858,824,314,0.186,143.4,30.2,104.8,7.7,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200720T183921_20200720T184636_T11TMM.tif,0.074
6860,824,309,0.185,145.3,32.1,180.1,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200730T183921_20200730T184554_T11TNM.tif,0.168
